Pair_Tag,Dataset_A,Dataset_B,Experiment_ID,FS_METHOD,Model,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,ExtraTrees,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7320238095238095,0.7427777777777778,0.010753968253968238,0.0759154676350838,0.0914747182923877,0.015559250657303889,0.7206349206349206,0.6920634920634922,-0.02857142857142847,0.8024427295802793,0.7912634249040337,-0.011179304676245616,0.7444973950683771,0.7456384151554687,0.0011410200870916043,0.6933730158730158,0.6353174603174603,-0.05805555555555553,0.6774603174603174,0.6315873015873016,-0.04587301587301584,0.6917111733582322,0.6485517702909007,-0.04315940306733146,0.6837606837606838,0.6440677966101694,-0.03969288715051433,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,GradientBoosting,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.727936507936508,0.7735714285714286,0.045634920634920584,0.0866183946035636,0.0746257986634159,-0.011992595940147704,0.7133333333333334,0.7488888888888888,0.03555555555555545,0.7646015878045216,0.7957541125025646,0.03115252469804297,0.7760588664627692,0.8024045361478747,0.026345669685105433,0.6860714285714286,0.6981349206349207,0.01206349206349211,0.680952380952381,0.6992063492063492,0.01825396825396819,0.7345389527458493,0.7150738916256157,-0.019465061120233607,0.732824427480916,0.7213114754098361,-0.01151295207107994,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,KNN,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7328769841269842,0.7281547619047618,-0.004722222222222405,0.088139726718727,0.1209999047368801,0.03286017801815311,0.6842857142857142,0.701111111111111,0.016825396825396854,0.7542509826716427,0.7527183048903525,-0.0015326777812901815,0.7217855150353636,0.7367939850728631,0.0150084700374995,0.6024206349206349,0.6334920634920634,0.031071428571428528,0.5715873015873016,0.6177777777777778,0.046190476190476115,0.6081573498964803,0.6102240896358543,0.0020667397393739906,0.6129032258064516,0.6140350877192983,0.0011318619128466434,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LightGBM,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7141269841269842,0.7531746031746032,0.039047619047619,0.1307946621166017,0.0415064948610004,-0.0892881672556013,0.6655555555555556,0.715079365079365,0.049523809523809414,0.7842196019561187,0.800783321064651,0.01656371910853227,0.682547181927248,0.7834590269563833,0.1009118450291353,0.6638492063492063,0.6836507936507937,0.01980158730158743,0.6536507936507936,0.6753968253968254,0.021746031746031846,0.6448396854204477,0.6913951545530492,0.04655546913260156,0.6491228070175439,0.6890756302521008,0.039952823234556956,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,LogisticRegression,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7832142857142858,0.7936904761904762,0.010476190476190417,0.0584891020335356,0.04493009884041,-0.013559003193125599,0.786031746031746,0.7876190476190477,0.0015873015873016927,0.8346164506807146,0.8371654114712905,0.0025489607905759826,0.8305377415705393,0.8387662071197333,0.008228465549193986,0.7370238095238097,0.7233333333333334,-0.013690476190476364,0.7253968253968255,0.7153968253968255,-0.010000000000000009,0.7220722747038536,0.7118968361073624,-0.010175438596491171,0.7192982456140351,0.7130434782608696,-0.006254767353165547,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,NaiveBayes,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7584920634920636,0.7493650793650793,-0.009126984126984206,0.0678000781127034,0.0449556765001293,-0.022844401612574103,0.5984126984126985,0.6095238095238095,0.01111111111111096,0.8267819840483837,0.8232790409255388,-0.003502943122844826,0.6770082831881796,0.6900569226035278,0.013048639415348173,0.5727777777777778,0.5700000000000001,-0.002777777777777768,0.545079365079365,0.545079365079365,0.0,0.6634720049121328,0.6658543720003822,0.0023823670882494596,0.6524822695035462,0.6524822695035462,0.0,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,RandomForest,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7687301587301588,0.7735317460317461,0.004801587301587307,0.0641215815734608,0.064038275512873,-8.330606058780388e-05,0.7352380952380951,0.7377777777777778,0.0025396825396826195,0.8014590283641605,0.7912196577845505,-0.010239370579609997,0.7713969634851541,0.7905569462747302,0.01915998278957609,0.6610714285714285,0.6873015873015873,0.02623015873015877,0.6533333333333333,0.6753968253968254,0.02206349206349212,0.6847848666759738,0.691541931752458,0.006757065076484214,0.6829268292682927,0.6890756302521008,0.0061488009838081,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_Linear,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7927380952380952,0.7993253968253968,0.006587301587301586,0.0451892663237556,0.0322278906578755,-0.012961375665880098,0.7726984126984127,0.7828571428571429,0.010158730158730256,0.8474377926664381,0.847482970307554,4.5177641115889955e-05,0.8404095590668283,0.83883688602212,-0.001572673044708317,0.6842857142857144,0.7163492063492063,0.032063492063491905,0.6630158730158731,0.7012698412698413,0.03825396825396821,0.7252106479083823,0.722823921372647,-0.0023867265357353507,0.7175572519083969,0.7166666666666667,-0.0008905852417302462,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7893650793650793,0.8041666666666668,0.014801587301587538,0.0435470628954798,0.0335067296557682,-0.010040333239711596,0.7522222222222222,0.7830158730158729,0.030793650793650706,0.8413075598524739,0.8386463257136487,-0.0026612341388251304,0.8247540166250042,0.8373132469626811,0.012559230337676808,0.6606746031746031,0.7404365079365081,0.07976190476190492,0.6350793650793651,0.7192063492063492,0.08412698412698405,0.7114395183360701,0.7428377504848094,0.03139823214873927,0.696969696969697,0.7333333333333333,0.036363636363636265,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,XGBoost,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7376587301587302,0.7334523809523811,-0.004206349206349103,0.0750399238662148,0.0753389084151689,0.00029898454895409265,0.7022222222222221,0.711111111111111,0.008888888888888946,0.7954945242618102,0.8059195951721975,0.010425070910387246,0.7882849506544798,0.7930667838068175,0.004781833152337711,0.6775396825396826,0.6744841269841271,-0.003055555555555478,0.6592063492063491,0.6553968253968254,-0.003809523809523707,0.6986113146113146,0.6799803373167218,-0.018630977294592843,0.6984126984126984,0.6776859504132231,-0.02072674799947527,8.4,8.4,0.0,22,22,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,ExtraTrees,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7230158730158729,0.7207539682539682,-0.0022619047619046873,0.1057838562250558,0.0936405025284561,-0.012143353696599704,0.7215873015873016,0.6628571428571428,-0.058730158730158744,0.789384065963095,0.7977706765147442,0.008386610551649243,0.7848859086229838,0.7004266733068074,-0.08445923531617638,0.6926190476190476,0.6819841269841269,-0.010634920634920664,0.6612698412698412,0.6574603174603175,-0.003809523809523707,0.6965339845339845,0.6698782698782699,-0.02665571465571459,0.6935483870967742,0.6722689075630253,-0.02127947953374898,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,GradientBoosting,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7135714285714286,0.7075,-0.0060714285714286165,0.0742767258162634,0.093824025951805,0.019547300135541595,0.6733333333333333,0.6911111111111112,0.017777777777777892,0.7930747635193741,0.7827166922638138,-0.01035807125556032,0.7555476059937443,0.7777674477711911,0.022219841777446847,0.5894841269841269,0.6224603174603175,0.0329761904761906,0.5692063492063492,0.6133333333333333,0.044126984126984126,0.6509444108355179,0.6495652173913042,-0.0013791934442136666,0.6518518518518519,0.6614173228346457,0.009565470982793811,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,KNN,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7637301587301588,0.7708531746031746,0.007123015873015781,0.0641733536973637,0.0503046588793072,-0.013868694818056498,0.6973015873015872,0.7138095238095238,0.016507936507936583,0.7822141820168137,0.7997997693263431,0.017585587309529416,0.6966161939452311,0.7436609932684766,0.047044799323245456,0.6973412698412699,0.6916269841269841,-0.005714285714285783,0.6553968253968254,0.6615873015873015,0.00619047619047608,0.6816583340880017,0.6646253670550346,-0.017032967032967083,0.6776859504132231,0.6608695652173913,-0.01681638519583184,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LightGBM,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7228769841269841,0.7409523809523809,0.018075396825396828,0.0506106263557958,0.053099568001492,0.0024889416456961994,0.6690476190476191,0.6807936507936508,0.011746031746031727,0.7725718204458499,0.8017241186616871,0.029152298215837202,0.6909936122265996,0.7196274964600833,0.028633884233483675,0.7064285714285715,0.6627777777777778,-0.04365079365079372,0.6792063492063491,0.6353968253968254,-0.04380952380952374,0.7131788977306219,0.6678500115021854,-0.04532888622843656,0.7096774193548387,0.6666666666666666,-0.043010752688172116,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LogisticRegression,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7323412698412699,0.7316666666666667,-0.0006746031746032166,0.1148159272615748,0.1131514480197424,-0.0016644792418323978,0.7130158730158731,0.7136507936507936,0.0006349206349205438,0.813158288162932,0.8105268047703549,-0.0026314833925771275,0.7874019271159765,0.788679835027098,0.0012779079111215896,0.6790079365079366,0.6694841269841271,-0.00952380952380949,0.6615873015873015,0.6595238095238095,-0.0020634920634919895,0.6634148770619358,0.6675630252100839,0.004148148148148123,0.6608695652173913,0.6666666666666666,0.005797101449275366,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,NaiveBayes,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7513095238095238,0.7440079365079365,-0.0073015873015872534,0.0216637593258416,0.0265844585070748,0.004920699181233199,0.7203174603174602,0.7187301587301587,-0.0015873015873015817,0.7868353654343829,0.7785485033743009,-0.008286862060082001,0.7633585274011438,0.759850610005024,-0.003507917396119886,0.6544047619047618,0.6432936507936508,-0.011111111111111072,0.6395238095238096,0.6315873015873016,-0.00793650793650802,0.6518095238095237,0.6361232492997199,-0.015686274509803866,0.6554621848739496,0.6440677966101694,-0.011394388263780142,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,RandomForest,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.723968253968254,0.7122619047619048,-0.011706349206349276,0.0708319883381264,0.0682611661025655,-0.0025708222355609045,0.7134920634920635,0.7026984126984127,-0.0107936507936508,0.7829356986250892,0.7717617328992658,-0.01117396572582341,0.7632962795674658,0.7537511810027862,-0.009545098564679666,0.6698412698412699,0.6710317460317461,0.0011904761904761862,0.6433333333333333,0.6412698412698412,-0.0020634920634921006,0.6811851851851852,0.6864875864875865,0.005302401302401227,0.6774193548387096,0.6825396825396826,0.0051203277009729264,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.732579365079365,0.7259920634920636,-0.006587301587301475,0.1031891320661648,0.1032162614312043,2.7129365039499365e-05,0.7066666666666667,0.7174603174603175,0.0107936507936508,0.8055339657876395,0.8048494084718902,-0.0006845573157492346,0.760408984043514,0.7805482711917009,0.020139287148186913,0.638888888888889,0.7085317460317461,0.06964285714285712,0.6112698412698413,0.6774603174603174,0.06619047619047613,0.6708338256725354,0.6932244008714596,0.02239057519892429,0.6666666666666666,0.6837606837606838,0.017094017094017144,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,SVM_RBF,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7589285714285714,0.7538095238095238,-0.005119047619047579,0.0887394222384215,0.082176245035736,-0.006563177202685497,0.7152380952380952,0.7257142857142856,0.010476190476190417,0.8246065304759835,0.8226634749523652,-0.0019430555236182867,0.7680426494220245,0.7774444601810269,0.009401810759002371,0.6690079365079364,0.7094841269841271,0.040476190476190665,0.6471428571428571,0.6892063492063492,0.042063492063492025,0.7051911952520472,0.7234441810912399,0.01825298583919266,0.6976744186046512,0.7154471544715447,0.01777273586689354,7.2,7.2,0.0,25,25,0
ADC_Post1,ADC,Post1,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,XGBoost,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7276190476190477,0.7090476190476191,-0.018571428571428572,0.0441690732241288,0.0795345017049283,0.0353654284807995,0.6919047619047619,0.6734920634920634,-0.018412698412698547,0.7920002692522059,0.7878542923707016,-0.00414597688150431,0.766972241565592,0.7517424255915142,-0.015229815974077798,0.6496031746031747,0.6396031746031747,-0.010000000000000009,0.6392063492063491,0.6333333333333333,-0.005873015873015808,0.6801077239158199,0.6630929989550679,-0.01701472496075196,0.6875,0.672,-0.015499999999999958,7.2,7.2,0.0,25,25,0
ADC_Post2,ADC,Post2,corr_mrmr_auto_k,corr_mrmr,ExtraTrees,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.7121531445694125,0.6601995921852382,-0.05195355238417432,0.1273892688548015,0.0953502995496679,-0.03203896930513361,0.6196875,0.6359375,0.016250000000000098,0.781341415347024,0.7564951772568561,-0.024846238090167838,0.720657719937857,0.7046738880868695,-0.015983831850987507,0.6174700007594744,0.5936422495633022,-0.023827751196172198,0.59125,0.5734375,-0.01781250000000001,0.6098617724104981,0.5845159291699179,-0.0253458432405802,0.6050420168067226,0.5882352941176471,-0.01680672268907557,12.8,12.8,0.0,40,40,0
ADC_Post2,ADC,Post2,corr_mrmr_auto_k,corr_mrmr,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6232684040219926,0.6336034875987029,0.010335083576710313,0.1229191894034783,0.1095555636667272,-0.013363625736751109,0.53046875,0.5731249999999999,0.04265624999999984,0.6868986690768687,0.6763221855693251,-0.010576483507543588,0.6325472318499267,0.6886322941881832,0.0560850623382565,0.5311675020885548,0.607065960355434,0.07589845826687924,0.4846875,0.5800000000000001,0.09531250000000008,0.568971768971769,0.56608668524458,-0.0028850837271890972,0.5777777777777777,0.5663716814159292,-0.011406096361848528,12.8,12.8,0.0,40,40,0
ADC_Post2,ADC,Post2,corr_mrmr_auto_k,corr_mrmr,KNN,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6931218254543613,0.6573395149950174,-0.03578231045934388,0.0423009139969903,0.0892837009320014,0.0469827869350111,0.63125,0.63390625,0.0026562500000000266,0.7489978796869192,0.7653178354477319,0.016319955760812688,0.6932393612316791,0.7270937317339036,0.03385437050222451,0.602480633401686,0.6007961190855928,-0.0016845143160931775,0.57125,0.5743750000000001,0.0031250000000000444,0.5874699374699375,0.5399999999999999,-0.04746993746993755,0.5950413223140496,0.5454545454545454,-0.04958677685950419,12.8,12.8,0.0,40,40,0
ADC_Post2,ADC,Post2,corr_mrmr_auto_k,corr_mrmr,LightGBM,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6374786023829087,0.6325471276906685,-0.004931474692240201,0.0552084182980336,0.0561904384408506,0.0009820201428170014,0.5815625000000001,0.589375,0.007812499999999889,0.7086445127488336,0.7033107476559988,-0.005333765092834786,0.6675890335582819,0.6927934111220188,0.025204377563736835,0.5995659603554341,0.5768493202703728,-0.022716640085061246,0.5734375,0.5534375,-0.020000000000000018,0.5898909785866308,0.5741022706539949,-0.01578870793263587,0.5882352941176471,0.5785123966942148,-0.009722897423432242,12.8,12.8,0.0,40,40,0
